usummary_code,HS_total_imports,TiVA_total_imports,difference,usummary_name
5241X,0.0,205000000,-205000000.0,"Insurance carriers, except direct life"
5242,0.0,0,0.0,"Agencies, brokerages, and other insurance related activities"
525,0.0,0,0.0,"Funds, trusts, and other financial vehicles"
532RL,0.0,0,0.0,Rental and leasing services and lessors of intangible assets
5411,0.0,253000000,-253000000.0,Legal services
5412,0.0,187000000,-187000000.0,"Accounting, tax preparation, bookkeeping, and payroll services"
5413,0.0,809000000,-809000000.0,"Architectural, engineering, and related services"
5415,0.0,513000000,-513000000.0,Computer systems design and related services
5416,0.0,1448000000,-1448000000.0,"Management, scientific, and technical consulting services"
5417,0.0,3418000000,-3418000000.0,Scientific research and development services
5418,0.0,479000000,-479000000.0,"Advertising, public relations, and related services"
541X,0.0,142000000,-142000000.0,"Specialized design services and other professional, scientific, and technical services"
55,0.0,0,0.0,Management of companies and enterprises
5613,0.0,212000000,-212000000.0,Employment services
5617,0.0,0,0.0,Services to buildings and dwellings
561X,0.0,30000000,-30000000.0,Other administrative and support services
562,0.0,24000000,-24000000.0,Waste management and remediation services
61,0.0,125000000,-125000000.0,Educational services
6211,0.0,1000000,-1000000.0,Offices of physicians
6212,0.0,1000000,-1000000.0,Offices of dentists
6213,0.0,1000000,-1000000.0,Offices of other health practitioners
6214,0.0,1000000,-1000000.0,Outpatient care centers
6215OH,0.0,3000000,-3000000.0,Other ambulatory health care services
622,0.0,603000000,-603000000.0,Hospitals
623,0.0,2000000,-2000000.0,Nursing and residential care facilities
624,0.0,0,0.0,Social assistance
711AS,0.0,5000000,-5000000.0,"Performing arts, spectator sports, museums, and related activities"
713,0.0,0,0.0,"Amusements, gambling, and recreation industries"
721,0.0,0,0.0,Accommodation
722,0.0,0,0.0,Food services and drinking places
811,0.0,133000000,-133000000.0,Repair and maintenance
812,0.0,0,0.0,Personal and laundry services
813,0.0,0,0.0,"Religious, grantmaking, civic, professional, and similar organizations"
814,0.0,0,0.0,Private households
GFE,0.0,0,0.0,Federal government enterprises
GFGD,0.0,0,0.0,Federal general government (defense)
GFGN,0.0,0,0.0,Federal general government (nondefense)
GSLE,0.0,0,0.0,State and local government enterprises
GSLGE,0.0,0,0.0,State and local government (educational services)
GSLGH,0.0,0,0.0,State and local government (hospitals and health services)
GSLGO,0.0,0,0.0,State and local government (other services)
HSO,0.0,0,0.0,Owner-occupied housing
HST,0.0,0,0.0,Tenant-occupied housing
ORE,0.0,0,0.0,Other real estate
Other,11303103196.0,6840000000,4463103196.0,Unknown
Used,0.0,318000000,-318000000.0,Unknown
