usummary_code,HS_total_imports,TiVA_total_imports,difference,usummary_name
33312,32713617955.0,31585000000,1128617955.0,Construction machinery manufacturing
33313,3184797156.0,3275000000,-90202844.0,Mining and oil and gas field machinery manufacturing
3332OM,199347858448.0,180177000000,19170858448.0,Other machinery
3341,153993714198.0,114213000000,39780714198.0,Computer and peripheral equipment manufacturing
3342,121334458476.0,121703000000,-368541524.0,Communications equipment manufacturing
3344,131460319288.0,68267000000,63193319288.0,Semiconductor and other electronic component manufacturing
3345,74401708367.0,58982000000,15419708367.0,"Navigational, measuring, electromedical, and control instruments manufacturing"
334X,58479431280.0,35740000000,22739431280.0,Other computer and electronic product manufacturing
335,204421071865.0,168783000000,35638071865.0,"Electrical equipment, appliances, and components"
336111,211750607331.0,95079000000,116671607331.0,Automobile manufacturing
336112,33485402707.0,146062000000,-112576597293.0,Light truck and utility vehicle manufacturing
33612,20201006193.0,21611000000,-1409993807.0,Heavy duty truck manufacturing
3362BP,153778863869.0,156020000000,-2241136131.0,"Motor vehicle body, trailer, and parts manufacturing"
3364,62628765796.0,38341000000,24287765796.0,Aerospace product and parts manufacturing
3365AO,15533806151.0,18794000000,-3260193849.0,All other transportation equipment manufacturing
337,47650579648.0,49355000000,-1704420352.0,Furniture and related products
3391,57737340442.0,49563000000,8174340442.0,Medical equipment and supplies manufacturing
3399,97756476121.0,75334000000,22422476121.0,Other miscellaneous manufacturing
4231,0.0,0,0.0,Motor vehicle and motor vehicle parts and supplies
4234,0.0,0,0.0,Professional and commercial equipment and supplies
4236,0.0,0,0.0,Household appliances and electrical and electronic goods
4238,0.0,0,0.0,"Machinery, equipment, and supplies"
423X,0.0,0,0.0,Other durable goods merchant wholesalers
4242,0.0,0,0.0,Drugs and druggists' sundries
4244,0.0,0,0.0,Grocery and related product wholesalers
4247,0.0,0,0.0,Petroleum and petroleum products
424X,0.0,0,0.0,Other nondurable goods merchant wholesalers
425,0.0,0,0.0,Wholesale electronic markets and agents and brokers
42ID,0.0,0,0.0,Customs duties
441,0.0,0,0.0,Motor vehicle and parts dealers
444,0.0,0,0.0,Building material and garden equipment and supplies dealers
445,0.0,0,0.0,Food and beverage stores
446,0.0,0,0.0,Health and personal care stores
447,0.0,0,0.0,Gasoline stations
448,0.0,0,0.0,Clothing and clothing accessories stores
452,0.0,0,0.0,General merchandise stores
454,0.0,0,0.0,Nonstore retailers
481,0.0,64797000000,-64797000000.0,Air transportation
482,0.0,0,0.0,Rail transportation
483,0.0,0,0.0,Water transportation
484,0.0,0,0.0,Truck transportation
485,0.0,0,0.0,Transit and ground passenger transportation
486,0.0,0,0.0,Pipeline transportation
48A,0.0,0,0.0,Scenic and sightseeing transportation and support activities
492,0.0,27000000,-27000000.0,Couriers and messengers
493,0.0,0,0.0,Warehousing and storage
4A0X,0.0,0,0.0,All other retail
5111,0.0,3429000000,-3429000000.0,"Newspaper, periodical, book, and directory publishers"
5112,0.0,2244000000,-2244000000.0,Software publishers
512,0.0,14869000000,-14869000000.0,Motion picture and sound recording industries
515,0.0,0,0.0,Broadcasting (except internet)
5171,0.0,106000000,-106000000.0,Wired telecommunications carriers
5172,0.0,0,0.0,Wireless telecommunications carriers (except satellite)
5174OT,0.0,9000000,-9000000.0,"Other telecommunications, including satellite"
518,0.0,815000000,-815000000.0,"Data processing, hosting, and related services"
519,0.0,1713000000,-1713000000.0,Other information services
521CI,0.0,11591000000,-11591000000.0,"Federal reserve banks, credit intermediation, and related activities"
523,0.0,42000000,-42000000.0,"Securities, commodity contracts, and investments"
524113,0.0,0,0.0,Direct life insurance carriers
5241XX,0.0,64704000000,-64704000000.0,Unknown
5242,0.0,0,0.0,"Agencies, brokerages, and other insurance related activities"
525,0.0,0,0.0,"Funds, trusts, and other financial vehicles"
532RL,0.0,0,0.0,Rental and leasing services and lessors of intangible assets
5411,0.0,5581000000,-5581000000.0,Legal services
5412,0.0,8550000000,-8550000000.0,"Accounting, tax preparation, bookkeeping, and payroll services"
5413,0.0,14635000000,-14635000000.0,"Architectural, engineering, and related services"
5415,0.0,47174000000,-47174000000.0,Computer systems design and related services
5416,0.0,47838000000,-47838000000.0,"Management, scientific, and technical consulting services"
5417,0.0,33558000000,-33558000000.0,Scientific research and development services
5418,0.0,10786000000,-10786000000.0,"Advertising, public relations, and related services"
541X,0.0,4881000000,-4881000000.0,"Specialized design services and other professional, scientific, and technical services"
55,0.0,0,0.0,Management of companies and enterprises
5613,0.0,3566000000,-3566000000.0,Employment services
5617,0.0,0,0.0,Services to buildings and dwellings
561X,0.0,782000000,-782000000.0,Other administrative and support services
562,0.0,517000000,-517000000.0,Waste management and remediation services
61,0.0,2506000000,-2506000000.0,Educational services
6211,0.0,63000000,-63000000.0,Offices of physicians
6212,0.0,63000000,-63000000.0,Offices of dentists
6213,0.0,63000000,-63000000.0,Offices of other health practitioners
6214,0.0,63000000,-63000000.0,Outpatient care centers
6215OH,0.0,188000000,-188000000.0,Other ambulatory health care services
622,0.0,10011000000,-10011000000.0,Hospitals
623,0.0,127000000,-127000000.0,Nursing and residential care facilities
624,0.0,0,0.0,Social assistance
711AS,0.0,2146000000,-2146000000.0,"Performing arts, spectator sports, museums, and related activities"
713,0.0,2000000,-2000000.0,"Amusements, gambling, and recreation industries"
721,0.0,0,0.0,Accommodation
722,0.0,0,0.0,Food services and drinking places
811,0.0,4505000000,-4505000000.0,Repair and maintenance
812,0.0,0,0.0,Personal and laundry services
813,0.0,0,0.0,"Religious, grantmaking, civic, professional, and similar organizations"
814,0.0,0,0.0,Private households
GFE,0.0,229000000,-229000000.0,Federal government enterprises
GFGD,0.0,0,0.0,Federal general government (defense)
GFGN,0.0,0,0.0,Federal general government (nondefense)
GSLE,0.0,0,0.0,State and local government enterprises
GSLGE,0.0,0,0.0,State and local government (educational services)
GSLGH,0.0,0,0.0,State and local government (hospitals and health services)
GSLGO,0.0,0,0.0,State and local government (other services)
HSO,0.0,0,0.0,Owner-occupied housing
HST,0.0,0,0.0,Tenant-occupied housing
ORE,0.0,0,0.0,Other real estate
Other,147437063260.0,340030000000,-192592936740.0,Unknown
Used,0.0,19610000000,-19610000000.0,Unknown
