usummary_code,HS_total_imports,TiVA_total_imports,difference,usummary_name
486,0.0,0,0.0,Pipeline transportation
48A,0.0,0,0.0,Scenic and sightseeing transportation and support activities
492,0.0,0,0.0,Couriers and messengers
493,0.0,0,0.0,Warehousing and storage
4A0X,0.0,0,0.0,All other retail
5111,0.0,128000000,-128000000.0,"Newspaper, periodical, book, and directory publishers"
5112,0.0,17000000,-17000000.0,Software publishers
512,0.0,962000000,-962000000.0,Motion picture and sound recording industries
515,0.0,0,0.0,Broadcasting (except internet)
5171,0.0,16000000,-16000000.0,Wired telecommunications carriers
5172,0.0,0,0.0,Wireless telecommunications carriers (except satellite)
5174OT,0.0,0,0.0,"Other telecommunications, including satellite"
518,0.0,11000000,-11000000.0,"Data processing, hosting, and related services"
519,0.0,17000000,-17000000.0,Other information services
521CI,0.0,36000000,-36000000.0,"Federal reserve banks, credit intermediation, and related activities"
523,0.0,5000000,-5000000.0,"Securities, commodity contracts, and investments"
524113,0.0,0,0.0,Direct life insurance carriers
5241X,0.0,104000000,-104000000.0,"Insurance carriers, except direct life"
5242,0.0,0,0.0,"Agencies, brokerages, and other insurance related activities"
525,0.0,0,0.0,"Funds, trusts, and other financial vehicles"
532RL,0.0,0,0.0,Rental and leasing services and lessors of intangible assets
5411,0.0,88000000,-88000000.0,Legal services
5412,0.0,216000000,-216000000.0,"Accounting, tax preparation, bookkeeping, and payroll services"
5413,0.0,2342000000,-2342000000.0,"Architectural, engineering, and related services"
5415,0.0,525000000,-525000000.0,Computer systems design and related services
5416,0.0,1422000000,-1422000000.0,"Management, scientific, and technical consulting services"
5417,0.0,730000000,-730000000.0,Scientific research and development services
5418,0.0,381000000,-381000000.0,"Advertising, public relations, and related services"
541X,0.0,152000000,-152000000.0,"Specialized design services and other professional, scientific, and technical services"
55,0.0,0,0.0,Management of companies and enterprises
5613,0.0,377000000,-377000000.0,Employment services
5617,0.0,0,0.0,Services to buildings and dwellings
561X,0.0,59000000,-59000000.0,Other administrative and support services
562,0.0,49000000,-49000000.0,Waste management and remediation services
61,0.0,101000000,-101000000.0,Educational services
6211,0.0,0,0.0,Offices of physicians
6212,0.0,0,0.0,Offices of dentists
6213,0.0,0,0.0,Offices of other health practitioners
6214,0.0,0,0.0,Outpatient care centers
6215OH,0.0,1000000,-1000000.0,Other ambulatory health care services
622,0.0,1069000000,-1069000000.0,Hospitals
623,0.0,0,0.0,Nursing and residential care facilities
624,0.0,0,0.0,Social assistance
711AS,0.0,7000000,-7000000.0,"Performing arts, spectator sports, museums, and related activities"
713,0.0,0,0.0,"Amusements, gambling, and recreation industries"
721,0.0,0,0.0,Accommodation
722,0.0,0,0.0,Food services and drinking places
811,0.0,539000000,-539000000.0,Repair and maintenance
812,0.0,0,0.0,Personal and laundry services
813,0.0,0,0.0,"Religious, grantmaking, civic, professional, and similar organizations"
814,0.0,0,0.0,Private households
GFE,0.0,0,0.0,Federal government enterprises
GFGD,0.0,0,0.0,Federal general government (defense)
GFGN,0.0,0,0.0,Federal general government (nondefense)
GSLE,0.0,0,0.0,State and local government enterprises
GSLGE,0.0,0,0.0,State and local government (educational services)
GSLGH,0.0,0,0.0,State and local government (hospitals and health services)
GSLGO,0.0,0,0.0,State and local government (other services)
HSO,0.0,0,0.0,Owner-occupied housing
HST,0.0,0,0.0,Tenant-occupied housing
ORE,0.0,0,0.0,Other real estate
Other,13990369767.0,31849000000,-17858630233.0,Unknown
Used,0.0,1682000000,-1682000000.0,Unknown
